City,Year,Unemployment_Rate_%,MSME_Registered_Units,Average_AQI,Road_Density_km_per_1000sqkm,Internet_Penetration_%,Electricity_Access_%,Hospitals_per_100k,Beds_per_1000,Literacy_Rate_%,Student_Teacher_Ratio,Higher_Education_Institutions,Toilet_Access_%,PMAY_Average_Housing_Cost_Lakhs,Crime_Rate_per_100k,IPC_Crime_Cases,Population_Density_per_sqkm,Population_Growth_%,Net_Migration_Rate_%,Livability_Score_0_100,Infrastructure_Index,Healthcare_Index,Education_Index,Economic_Index,Safety_Index,Environmental_Index,Affordability_Index,Population_Pressure,Urbanization_Score,Development_Years,City_Encoded,Education_Economic_Interaction,Health_Safety_Interaction,Environment_Infrastructure_Interaction,Year_Normalized,Is_Recent
Indore,2022,10.15,238696,219,4334.1,94.9,82.4,1.51,1.67,75.9,35.9,130,83.7,5.32,623.7,65382,20286,2.73,2.56,51.33,82.13327794183894,30.336152882205514,62.61423531913465,36.375555941759416,21.988742964352713,26.755852842809368,78.71148459383754,65.09795816373743,83.55000000000001,17,10,22.776276196016706,6.670538682541248,21.975458981094036,0.8947368421052632,1
Indore,2023,3.3,250297,279,4178.9,46.0,85.1,6.24,3.3,73.2,18.0,145,74.3,10.09,158.4,108519,25683,4.33,3.89,69.18,70.50646228539968,80.34774436090225,70.4750469496704,75.35472566189969,80.18761726078799,6.688963210702337,59.62384953981592,90.20046035722042,68.61,18,10,53.10627828901914,64.42894172579666,4.716151323438102,0.9473684210526315,1
Indore,2024,3.22,166917,144,3957.1,62.5,81.0,2.12,1.81,72.6,22.8,197,77.8,15.64,717.9,199118,17898,3.75,2.46,59.37,72.16629661144201,35.908208020050125,73.20309297042003,64.66969410886834,10.206378986866794,51.83946488294314,37.414965986394556,69.38465704252607,72.09,19,10,47.340216302201135,3.664927797918813,37.41062198920907,1.0,1
Bhopal,2005,5.92,203389,220,2439.2,47.7,90.8,2.33,2.65,88.7,36.9,153,94.9,15.0,624.7,124215,6412,0.6,2.21,65.82,67.96881926022324,47.72399749373434,72.16035880963841,54.78065349009322,21.863664790494052,26.42140468227425,39.97599039615846,18.234085580420707,77.03,0,2,39.529916116715974,10.43421483665386,17.958316794507144,0.0,0
Bhopal,2006,7.75,255738,99,1452.9,95.9,77.7,4.61,2.67,84.6,20.3,20,64.2,16.71,503.8,47514,19495,3.78,0.75,68.41,62.60213574252966,62.25971177944862,63.727733992904376,51.76356936335789,36.985616010006254,66.88963210702342,33.13325330132052,72.86207541582161,85.91999999999999,1,2,32.98774978911326,23.027137927683498,41.8743382893175,0.05263157894736842,0
Bhopal,2007,8.36,79432,126,3990.9,92.1,95.2,5.29,3.14,79.9,35.3,98,67.6,19.03,511.7,72365,27428,0.58,2.39,47.67,80.47547424796036,72.3953634085213,62.06541549618919,24.91249995193713,35.997498436522825,57.85953177257526,23.849539815926356,60.30054317197601,88.15,2,2,15.462046605657711,26.060519811097475,46.56273259162925,0.10526315789473684,0
Bhopal,2008,9.02,212121,132,4313.4,63.0,93.9,4.45,2.12,95.2,24.8,32,83.4,24.39,395.6,13345,10839,2.52,1.47,75.93,79.03966915261024,54.382205513784456,69.28930980067375,39.00553806491859,50.519074421513444,55.85284280936455,2.4009603841536498,44.237553219803225,85.15,3,2,27.026668109221163,27.473386875569158,44.145902168849204,0.15789473684210525,0
Bhopal,2009,10.98,138263,138,2883.7,46.7,97.1,4.2,2.04,87.8,29.9,133,62.5,21.27,761.3,130104,28682,1.11,3.36,73.28,65.40365533810501,51.81578947368421,72.72834864746896,18.443120162470947,4.777986241400878,53.84615384615385,14.885954381752697,67.54283419566681,78.25999999999999,4,2,13.413376733233514,2.475751291925876,35.21735287436424,0.21052631578947367,0
Bhopal,2010,7.44,123431,134,1459.5,62.7,79.1,6.27,1.47,71.6,32.9,123,94.9,16.54,374.6,160799,16668,0.82,3.9,87.68,62.555170428950404,57.66071428571428,60.66702062651789,35.80891852830381,53.14571607254535,55.183946488294325,33.81352541016407,40.809762515873324,71.17999999999999,5,2,21.724203989699063,30.644199499687307,34.52041177517331,0.2631578947368421,0
Bhopal,2011,5.87,92416,85,1587.5,65.1,89.9,2.02,3.81,90.4,33.8,167,63.2,14.54,559.6,165901,23720,1.61,6.15,50.84,60.575843135292054,60.28164160401003,75.96824031068483,40.25101361656521,30.006253908692926,71.57190635451505,41.816726690676276,62.0229736891724,82.66,6,2,30.577986751718733,18.08826244002752,43.355285722249164,0.3157894736842105,0
Bhopal,2012,9.94,291427,94,4554.7,42.3,85.1,4.86,2.66,95.3,36.2,101,92.4,24.01,164.3,196521,3497,3.76,2.18,51.21,75.26743730917462,63.70112781954887,71.20603216528075,44.556968382568954,79.44965603502189,68.56187290969899,3.9215686274509665,40.52604046156299,76.34,7,2,31.72724923836602,50.61032694306122,51.60476471030367,0.3684210526315789,0
Bhopal,2013,6.24,194967,145,1083.7,74.8,97.6,3.99,1.49,81.9,19.3,165,93.1,16.76,379.5,160156,17085,3.8,4.29,81.87,68.28419540517544,43.625,77.12603261295341,51.908595715210936,52.532833020637895,51.50501672240802,32.933173269307716,68.19586573876933,84.48,8,2,40.03504046023972,22.917448405253282,35.169786262197384,0.42105263157894735,0
Bhopal,2014,7.59,127171,289,3613.8,75.1,80.5,5.57,2.63,75.0,19.6,124,90.5,15.47,297.4,133637,3323,2.27,1.48,53.67,75.35799239201162,67.77474937343358,68.73179930834574,35.488130910060235,62.801751094434024,3.3444816053511683,38.095238095238095,26.902337907034823,76.67999999999999,9,2,24.391630915385612,42.56372940638025,2.520334193712762,0.47368421052631576,0
Bhopal,2015,4.22,119078,62,2868.5,69.7,87.1,3.99,3.49,73.9,31.7,21,62.8,16.48,517.9,175728,17178,4.34,0.79,49.61,66.98757545422694,68.625,52.330285503240034,52.82389339155329,35.222013758599125,79.26421404682274,34.05362144857943,73.19349709797666,76.6,10,2,27.64289422572698,24.171106941838648,53.09717519281534,0.5263157894736842,0
Bhopal,2016,2.87,59656,185,4157.0,42.6,98.6,6.97,1.75,72.1,22.6,34,64.9,15.37,309.8,72269,29695,3.24,6.19,51.7,71.88684718954902,65.54667919799499,56.610270282369534,52.274548046271654,61.25078173858661,38.12709030100334,38.49539815926371,88.55458442982611,71.2,11,2,29.592762937881506,40.14785341245547,27.408363142503635,0.5789473684210527,0
Bhopal,2017,5.75,168645,69,821.8,78.9,91.0,4.17,2.37,81.2,18.6,73,67.1,6.97,771.9,120272,22131,1.76,2.86,56.14,60.61331898493418,55.75281954887218,67.7716054660832,51.07505814879784,3.4521575984990616,76.92307692307692,72.10884353741496,60.165199730999404,83.45,12,2,34.61438690017585,1.924675196433861,46.62562998841091,0.631578947368421,0
Bhopal,2018,3.32,57814,249,4323.2,71.7,86.9,7.5,1.03,77.6,27.4,158,99.7,9.81,718.3,166293,7515,2.1,2.96,90.98,81.98872065668954,59.86748120300752,70.23449720764177,49.569824360644766,10.156347717323333,16.722408026755854,60.744297719087626,33.81427423749278,78.62,13,2,34.815116906409976,6.08034956058063,13.710488404128688,0.6842105263157895,0
Bhopal,2019,4.04,240751,133,4600.5,64.4,89.5,6.91,3.37,93.4,19.6,141,65.6,13.32,506.6,81145,16068,4.49,1.31,76.75,75.87667801191252,85.42073934837093,81.48034202191357,70.03765378277112,36.635397123202,55.51839464882944,46.69867947178871,72.29856946631378,83.53,14,2,57.06691984632559,31.294227085850963,42.12551354507518,0.7368421052631579,0
Bhopal,2020,5.87,44237,89,5736.2,91.0,97.7,7.94,1.47,79.6,36.1,101,76.7,12.16,536.0,115543,5682,2.39,3.82,71.8,91.56114670403925,68.12437343358397,61.830575595124834,33.82434063603038,32.95809881175735,70.23411371237458,51.34053621448579,32.71324762253603,88.45,15,2,20.913784506513295,22.45249831113118,64.30715989246903,0.7894736842105263,1
Bhopal,2021,4.29,223970,56,2645.1,85.3,89.1,3.2,3.02,85.3,39.5,149,84.4,14.76,236.6,53005,13153,2.9,3.58,58.54,73.90940137144001,57.8001253132832,68.56021958344058,66.43308944359256,70.40650406504065,81.27090301003345,40.936374549819924,52.27426599556297,86.44,16,2,45.54667199859055,40.69504757829533,60.06683790387934,0.8421052631578947,1
Bhopal,2022,2.55,151390,121,4620.0,41.4,89.6,7.62,1.36,82.7,20.5,128,82.0,13.15,488.9,179418,6692,0.59,5.67,72.12,74.68428049451924,64.74436090225564,73.35291849000012,66.2597252166233,38.84928080050032,59.53177257525084,47.37895158063225,18.70783164645867,72.38,17,2,48.603442229847744,25.152718569406634,44.46087601345962,0.8947368421052632,1
Bhopal,2023,10.07,181098,252,3034.3,83.5,97.8,5.22,1.38,77.3,23.4,56,72.3,16.1,532.2,85873,18847,0.83,1.03,53.08,75.68744681916013,49.95676691729323,61.58497811999867,29.129626129821684,33.433395872420256,15.719063545150503,35.574229691876745,45.27889560826613,85.31,18,2,17.939473878488098,16.702243648520923,11.897357861205773,0.9473684210526315,1
Bhopal,2024,6.9,68128,120,2881.6,87.1,75.3,5.72,2.94,91.6,43.2,13,66.2,22.72,448.0,113353,20227,3.22,6.09,91.86,67.67314430151659,72.58959899749374,57.02377097066624,31.382783596924757,43.964978111319574,59.86622073578596,9.083633453381356,69.34461735053816,85.36,19,2,17.89564664253019,31.914001310342773,40.513353946392876,1.0,1
Lucknow,2005,8.62,89730,269,1055.9,53.4,97.4,3.17,1.51,73.7,41.2,105,87.0,9.78,642.7,152241,10065,2.14,1.76,90.9,62.58504930176686,38.73715538847118,56.4208707233271,24.865401425653502,19.612257661038146,10.033444816053516,60.86434573829531,39.29642153553734,74.72,0,15,14.029275993204296,7.597230725343691,6.279436384792664,0.0,0
Lucknow,2006,7.99,280690,125,4865.8,84.4,92.3,7.78,2.06,73.5,36.1,148,83.0,9.14,477.9,63125,13396,3.08,4.97,55.91,85.52457230091596,74.4968671679198,62.89419368557711,53.78048068239343,40.225140712945596,58.19397993311037,63.42537014805922,54.36628804477712,82.41,1,15,33.82479968541891,29.966469645031907,49.770152442673506,0.05263157894736842,0
Lucknow,2007,5.95,84402,99,4873.6,92.7,84.3,6.38,3.67,92.8,22.9,191,75.1,11.78,190.6,97748,4161,1.49,2.4,83.01,83.24361329395865,85.84993734335839,84.67553446519904,38.744855016563065,76.16010006253909,66.88963210702342,52.86114445778311,21.638041393350242,90.22,2,15,32.80741306304125,65.38339818432887,55.681346684922175,0.10526315789473684,0
Lucknow,2008,9.94,94227,264,5257.6,84.3,78.7,5.99,3.82,88.4,27.0,105,85.8,15.21,228.0,63100,24269,3.95,1.32,89.76,83.94563141298363,85.281328320802,71.56603776118902,18.25214861126882,71.48217636022514,11.7056856187291,39.13565426170468,83.9728534141519,84.26,3,15,13.062339567368982,60.96094951261832,9.826411703860963,0.15789473684210525,0
Lucknow,2009,5.29,200382,237,5022.1,94.9,82.8,7.08,1.22,89.0,38.0,138,70.1,22.46,259.8,11673,21806,2.4,5.59,63.02,82.97689373842535,59.6109022556391,70.3428433929111,57.82216795687486,67.50469043151969,20.735785953177256,10.12404961984793,65.21347053368322,88.91,4,15,40.673757052290505,40.24015503110496,17.20591107619522,0.21052631578947367,0
Lucknow,2010,3.93,251750,187,1783.8,81.8,87.8,5.43,2.27,92.4,40.4,144,64.2,21.78,586.2,139707,11526,4.02,4.85,50.29,64.4683747935332,62.397556390977435,71.91681615202964,72.10592067825901,26.679174484052524,37.45819397993311,12.845138055222083,58.98153295865358,87.84,5,15,51.85628240891186,16.64715294333394,24.148688885871966,0.2631578947368421,0
Lucknow,2011,5.97,266482,61,5799.4,79.4,90.8,3.26,1.6,95.4,26.1,157,75.7,7.79,157.0,109307,29297,1.98,2.64,61.17,87.28747885279543,40.426065162907264,81.39305928305222,62.92350446580252,80.36272670419011,79.59866220735786,68.82753101240495,76.52961330754553,89.22,6,15,51.215365292824664,32.48748826412497,69.47966544135556,0.3157894736842105,0
Lucknow,2012,6.92,134996,269,3428.7,69.4,78.5,7.89,1.6,72.0,35.9,123,76.6,13.44,660.3,39946,24787,3.09,3.01,66.53,69.91151959557536,69.4360902255639,59.570717731194954,40.19312221710219,17.41088180112571,10.033444816053516,46.21848739495798,77.35262439356043,73.17,7,15,23.94333138330415,12.089435596495935,7.014533738686493,0.3684210526315789,0
Lucknow,2013,4.68,226873,178,2468.4,74.6,99.9,4.33,3.75,79.3,19.5,48,76.7,9.39,150.1,183085,25472,3.47,1.51,50.66,72.58497272135742,74.00532581453633,63.718151783415955,64.68917766222397,81.22576610381489,40.46822742474916,62.42496998799519,82.11485561214909,84.07,8,15,41.21874841025948,60.11139285048142,29.373851837071058,0.42105263157894735,0
Lucknow,2014,3.07,218588,282,3038.8,46.9,87.8,3.77,2.0,86.8,37.4,31,61.4,24.89,301.3,11712,6506,0.66,2.85,82.71,63.20997046899244,48.62155388471178,58.53633512775458,72.38184262136906,62.31394621638524,5.685618729096986,0.4001600640256009,18.957557792186524,75.13,9,15,42.369677968488496,30.298008937290064,3.5938779196417077,0.47368421052631576,0
Lucknow,2015,5.4,136034,218,3446.2,90.0,96.7,1.56,3.29,82.4,44.7,101,99.5,20.09,311.6,108140,29771,3.93,1.08,78.2,84.1591115671455,50.89943609022556,59.67984062853241,48.63759360713195,61.02564102564103,27.090301003344486,19.6078431372549,94.85434668529446,88.97,10,15,29.026838350289612,31.061707152496624,22.798956645280224,0.5263157894736842,0
Lucknow,2016,5.44,7059,150,2020.7,87.5,83.4,6.88,0.8,78.3,24.5,54,62.7,8.74,511.1,58980,13104,2.01,5.76,87.55,65.17411982581712,53.10776942355889,61.49399536658794,31.21483521392684,36.072545340838026,49.83277591973244,65.02601040416167,44.247039721311445,82.59,11,15,19.19524932014023,19.157324204820995,32.47807309045736,0.5789473684210527,0
Lucknow,2017,6.69,102396,76,5757.7,43.5,82.4,3.44,1.83,74.4,39.1,33,85.4,7.48,195.8,181976,6513,3.79,3.77,48.66,79.31875969768257,44.428884711779446,50.54010184553056,37.10138727790917,75.50969355847404,74.5819397993311,70.06802721088434,46.855815697735025,67.53,12,15,18.75107891636001,33.54811469731238,59.15746960730171,0.631578947368421,0
Lucknow,2018,10.62,77853,264,1677.8,89.5,75.3,4.83,3.26,95.2,42.5,165,95.5,8.98,334.7,58504,11934,2.07,3.77,52.51,67.98781770859404,71.01315789473684,74.77195688912268,12.352147869597054,58.136335209505944,11.7056856187291,64.0656262505002,42.42972329694204,87.52000000000001,13,15,9.235942679935794,41.28444751653994,7.958440200002649,0.6842105263157895,0
Lucknow,2019,8.38,54432,127,3417.4,86.2,93.5,5.7,1.3,84.8,20.4,81,76.5,5.8,328.1,191174,28655,1.91,0.76,53.42,77.69496020821863,51.964285714285715,69.93384382939195,21.46842080969163,58.9618511569731,57.52508361204014,76.79071628651461,74.61550979574176,87.83,14,15,15.013691881686427,30.639104797641377,44.69409082211909,0.7368421052631579,0
Lucknow,2020,5.83,284595,85,4770.3,46.3,99.5,3.98,3.28,79.2,34.9,46,65.8,23.76,746.5,177606,19137,3.73,0.91,60.74,76.14657039891885,65.93734335839598,56.59745856229925,66.1046534946854,6.62914321450907,71.57190635451505,4.921968787514997,71.69701901948793,75.42,15,15,37.413553869406066,4.371080923070654,54.49955205808907,0.7894736842105263,1
Lucknow,2021,5.17,192515,138,1572.2,74.6,95.4,3.98,1.22,75.3,24.4,66,85.7,17.02,602.5,73137,24895,1.32,3.31,82.64,68.54926272586215,40.187343358395985,60.944568947185815,57.42851409414169,24.640400250156347,53.84615384615385,31.89275710284113,61.80134292867269,81.12,16,15,34.99956036744851,9.902322253413395,36.91114146777193,0.8421052631578947,1
Lucknow,2022,4.03,37409,270,2583.2,79.7,75.6,5.99,1.81,71.5,34.5,55,75.5,6.61,245.7,60297,3603,4.14,0.54,67.74,66.64957605485759,60.156328320802,53.06015489474096,42.96818772977133,69.26829268292683,9.6989966555184,73.54941976790717,44.12441359445363,75.19,17,15,22.798986964879745,41.66926156855553,6.46434015247783,0.8947368421052632,1
Lucknow,2023,3.55,95765,281,1640.8,96.0,80.1,6.32,2.55,93.9,33.0,111,67.8,8.32,745.7,66239,11790,3.54,2.53,89.75,65.00262325441713,71.47399749373433,72.79644704592003,53.375337649717245,6.72920575359599,6.020066889632103,66.70668267306922,55.23603473787626,90.39,18,15,38.85534940775743,4.809632351673425,3.913201399931464,0.9473684210526315,1
Lucknow,2024,8.77,181241,270,1058.0,54.9,86.6,2.98,3.18,94.8,29.4,75,98.5,13.9,467.9,70978,27376,2.78,5.07,83.15,61.955560338355276,58.42167919799499,71.32192006804624,36.252526262515325,41.47592245153221,9.6989966555184,44.377751100440165,79.7951261886014,80.37,19,15,25.85599780359865,24.230930359043327,6.009067725124762,1.0,1
Kanpur,2005,5.41,132939,262,2688.9,86.0,98.5,5.55,3.17,91.7,40.8,85,62.1,13.04,587.9,90619,22719,1.93,4.31,53.76,72.6286315631413,74.39943609022556,65.38899419144722,48.17010185522359,26.46654158849281,12.374581939799334,47.81912765106042,62.86162548972367,92.03,0,12,31.497945104126366,19.690957694423677,8.987489524535881,0.0,0
Kanpur,2006,8.87,165980,101,2317.9,83.4,87.1,2.9,3.9,89.3,43.8,91,79.0,22.96,491.3,141748,8313,2.29,1.24,54.68,70.21168176585415,66.92042606516291,63.21570637150115,33.67038925758966,38.54909318323953,66.22073578595318,8.12324929971988,37.11099840988805,86.87,1,12,21.284974407219348,25.797217402480566,46.49469227304055,0.05263157894736842,0
Kanpur,2007,2.51,16583,294,2060.2,78.5,96.0,5.08,1.29,89.7,34.2,148,90.8,24.51,522.8,68986,19805,0.77,5.88,50.61,72.97182741878973,47.95457393483709,73.46051885261498,48.49618559302771,34.609130706691694,1.6722408026755842,1.9207683073229176,46.67006710315716,88.22999999999999,2,12,35.62554956036527,16.596661172944877,1.2202646725550113,0.10526315789473684,0
Kanpur,2008,5.29,245644,199,2846.9,67.5,96.4,3.71,3.58,72.4,39.0,171,67.3,13.61,257.6,141614,16525,3.04,1.68,54.95,70.12946193503178,67.99561403508771,63.25399200904299,63.8597376956608,67.77986241400875,33.44481605351171,45.53821528611445,60.29959855101412,78.13000000000001,3,12,40.393833379009095,46.08733364054287,23.454669543488894,0.15789473684210525,0
Kanpur,2009,2.85,100009,189,5261.3,78.7,85.9,7.7,3.1,95.1,32.2,59,62.1,19.52,228.8,61252,16441,2.76,4.1,52.81,80.26415085840132,86.99561403508773,68.64666383140647,57.766588131462214,71.38211382113822,36.78929765886287,21.888755502200873,57.63631660202678,87.41999999999999,4,12,39.654835561478016,62.09930822992442,29.528617372656,0.21052631578947367,0
Kanpur,2010,5.73,187072,292,4583.7,93.5,94.1,5.35,1.41,88.0,34.8,124,79.6,15.57,367.4,104343,6729,3.72,1.61,48.99,85.79258971920517,51.14630325814535,69.76119797204285,53.64235442919364,54.04627892432771,2.341137123745818,37.69507803121248,46.666393079763544,91.48,5,12,37.42154907021467,27.642673718379747,2.00852216733925,0.2631578947368421,0
Kanpur,2011,6.21,199200,159,2239.1,72.4,83.7,7.56,3.75,83.6,26.9,150,61.5,14.5,368.6,184186,1348,2.71,4.94,67.8,63.09726763101256,94.24342105263158,73.25319425635975,52.63717670377267,53.896185115697314,46.82274247491639,41.976790716286516,26.852177489354172,80.27,6,12,38.558413301877934,50.793608669892365,29.543871131577788,0.3157894736842105,0
Kanpur,2012,3.23,291876,179,3993.8,53.7,87.1,4.29,1.04,72.9,40.6,55,67.8,15.1,649.7,13327,17727,0.98,0.72,47.48,70.41998948896342,39.879699248120296,51.18300567425099,81.2835278691003,18.736710444027516,40.13377926421404,39.57583033213285,44.36386680068445,71.4,7,12,41.60335268147299,7.472143774069318,28.26220313938331,0.3684210526315789,0
Kanpur,2013,9.59,39801,61,3077.1,89.0,81.6,4.24,0.93,82.1,33.6,118,73.3,11.31,219.3,73992,3885,3.57,6.3,90.59,72.34167175534311,38.19141604010025,66.15270405479514,12.904746730298095,72.5703564727955,79.59866220735786,54.741896758703476,39.61331575313637,84.01999999999998,8,12,8.53683891351495,27.71564676230915,57.58300293569118,0.42105263157894735,0
Kanpur,2014,9.85,182233,225,2283.1,76.6,86.4,4.63,3.22,77.6,26.6,185,62.2,14.71,743.3,122462,16845,1.5,2.56,85.05,65.1074988738175,69.26002506265665,73.30441248559053,30.483211366595476,7.029393370856796,24.749163879598658,41.13645458183272,47.22345978843326,79.94,9,12,22.345538999023564,4.868559610408142,16.113561594188944,0.47368421052631576,0
Kanpur,2015,7.25,156848,74,883.3,95.9,84.4,5.42,1.06,88.4,43.2,119,65.0,16.63,648.1,81876,26515,3.09,5.9,74.3,61.92114219930929,47.20989974937343,65.75703730232453,41.30471635637908,18.936835522201378,75.25083612040133,33.453381352541015,80.82610759232756,89.45000000000002,10,12,27.160757742083536,8.940061065735007,46.596177240282906,0.5263157894736842,0
Kanpur,2016,3.62,96359,100,5525.9,84.1,91.9,3.46,1.39,90.4,30.8,52,84.7,5.81,362.0,94242,5290,4.44,1.75,51.13,88.98854146854197,39.05419799498747,65.74675426128415,53.07205858762334,54.721701063164474,66.5551839464883,76.75070028011204,50.1880877625996,88.96000000000001,11,12,34.89315594100947,21.37112147943342,59.226487465685125,0.5789473684210527,0
Kanpur,2017,4.23,231873,156,3740.2,41.2,75.9,4.4,3.41,93.9,20.3,112,96.5,12.76,689.2,27605,28126,3.51,6.15,76.8,69.030656689524,70.19392230576442,78.55396514868328,67.81515196061842,13.796122576610381,47.82608695652174,48.939575830332124,87.80605513974905,72.69,12,12,53.2714908366708,9.684039562633915,33.01466189498974,0.631578947368421,0
Kanpur,2018,5.59,281763,118,2527.3,80.6,94.1,7.54,1.46,91.5,37.9,22,75.5,10.66,347.9,196606,19640,3.37,6.36,62.73,72.09978227138495,65.49310776942356,60.22909536546878,67.03836394715674,56.48530331457161,60.535117056856194,57.342937174869945,69.50098121942807,89.00999999999999,13,12,40.37660015318307,36.99398057369817,43.64568759572133,0.6842105263157895,0
Kanpur,2019,9.32,133186,267,1739.4,95.0,80.5,3.62,3.22,80.6,34.4,94,89.7,9.57,188.0,60685,14754,1.17,2.63,63.8,69.79614144852096,62.931704260651635,62.4842963145348,26.836929357148982,76.48530331457161,10.70234113712375,61.70468187274909,40.08043753410354,84.89,14,12,16.76886646124335,48.13350488478859,7.469821158370138,0.7368421052631579,0
Kanpur,2020,2.99,177075,271,1589.1,74.7,91.6,4.23,3.04,81.1,31.6,11,87.7,18.23,175.0,74281,29391,2.18,3.51,87.77,67.91385154412133,64.50375939849624,55.689803807455974,67.28151638966136,78.11131957473421,9.364548494983282,27.05082032813124,78.50030155494608,82.33,15,12,37.46894447608375,50.38473764147705,6.359825562660194,0.7894736842105263,1
Kanpur,2021,8.6,176710,249,5294.7,66.5,86.9,4.01,3.89,88.8,20.2,173,79.2,6.38,507.3,84015,26454,1.32,5.46,71.21,81.71132639271235,73.75031328320803,81.66916184485903,36.577090757681866,36.547842401500944,16.722408026755854,74.46978791516607,64.93511625441224,81.53999999999999,16,12,29.872203449032178,26.95414826936009,13.664101403463606,0.8421052631578947,1
Kanpur,2022,2.96,291694,178,2312.6,67.2,96.4,3.48,1.42,73.5,26.0,158,78.9,9.55,258.0,67213,28257,1.87,6.43,67.81,69.7151539116072,39.554511278195484,68.39810522545913,82.73466043742562,67.7298311444653,40.46822742474916,61.78471388555422,73.45913555542108,78.48,17,12,56.588940103916684,26.790203698740285,28.21248703446311,0.8947368421052632,1
Kanpur,2023,4.02,267886,165,4490.3,97.1,76.3,2.13,3.11,77.6,23.0,17,60.9,20.49,237.4,94076,18571,2.21,0.66,81.82,76.96509885379649,52.22086466165413,58.02355384942529,73.76652395043104,70.30644152595372,44.81605351170569,18.007202881152462,57.018089789878545,83.06,18,12,42.80195874722755,36.71463167769329,34.492719887654616,0.9473684210526315,1
Kanpur,2024,2.59,229757,273,3050.8,71.1,86.9,4.03,3.64,94.1,27.1,126,97.1,24.24,480.8,91112,9082,4.34,1.36,72.25,74.98003353521197,70.75062656641605,77.05204709516403,76.49464400912261,39.86241400875548,8.695652173913048,3.001200480192079,56.91958507412327,85.03999999999999,19,12,58.94068912718723,28.202907675693304,6.520002916105393,1.0,1
Patna,2005,4.9,87307,151,5993.7,43.2,89.5,2.04,1.29,81.9,31.8,59,72.7,6.74,347.1,193345,28396,1.84,3.93,87.75,80.03,28.906954887218046,60.904837550782865,44.870062477372855,56.58536585365853,49.49832775919732,73.02921168467387,73.47128132162769,72.57000000000001,0,19,27.328038660778716,16.357106180084358,39.61351170568562,0.0,0
Patna,2006,2.55,244151,287,1274.9,49.4,99.0,4.99,0.85,77.0,30.1,141,89.3,24.91,336.9,108105,16466,2.12,1.51,90.94,63.82120026027328,41.890664160401,66.96328188828328,78.63326166087062,57.86116322701689,4.013377926421402,0.3201280512204807,51.985010521779216,75.32,1,19,52.65541266392017,24.238425566731088,2.5613859636230063,0.05263157894736842,0
Patna,2007,9.75,152008,200,1981.8,71.5,92.4,4.85,3.97,86.5,28.0,156,66.8,12.69,375.5,86929,23671,2.44,5.26,72.09,65.29941538615547,80.01347117794487,75.10623160345156,26.99789891859336,53.03314571607254,33.11036789297659,49.219687875150065,69.3186872812906,83.77000000000001,2,19,20.277104489864474,42.4336607622872,21.620876666319035,0.10526315789473684,0
Patna,2008,5.41,243943,109,1966.8,69.3,81.5,1.56,2.87,83.8,30.0,193,82.8,22.27,240.6,114272,26171,2.83,4.81,62.49,64.71433655338105,45.649436090225564,76.31395597139371,62.97710091147815,69.906191369606,63.54515050167224,10.8843537414966,77.81836878882804,78.75999999999999,3,19,48.06031706164563,31.911782152379075,41.12282255900468,0.15789473684210525,0
Patna,2009,3.29,140080,148,5308.7,54.2,99.2,7.73,1.59,79.4,42.2,193,77.7,11.42,492.0,137866,8930,3.45,0.81,47.32,82.71139996996847,68.30858395989975,68.23965753041377,60.707350588627705,38.46153846153846,50.50167224080268,54.3017206882753,48.68531668790821,77.78,4,19,41.42648813746717,26.272532292269133,41.77064011861284,0.21052631578947367,0
Patna,2010,5.78,109274,128,3353.3,58.6,79.8,3.51,3.92,81.1,30.0,119,99.3,9.83,592.8,143480,18612,0.85,4.56,48.01,72.30412332949598,70.99248120300751,67.25677004174547,42.99153216758932,25.853658536585368,57.190635451505024,60.664265706282514,44.984691693550936,73.96,5,19,28.91471592737858,18.354153676875114,41.35118758977865,0.2631578947368421,0
Patna,2011,7.57,223176,102,5176.4,41.8,96.1,4.49,1.5,73.6,43.7,23,68.0,11.96,553.2,109415,4643,1.66,1.93,55.04,76.69920466489815,46.8828320802005,47.006078947073895,48.403679260526644,30.806754221388367,65.88628762541806,52.140856342537,24.12139468733531,70.81,6,19,22.75267168649159,14.443078850973588,50.534258591922864,0.3157894736842105,0
Patna,2012,5.99,212689,104,2706.7,62.7,99.4,7.71,3.36,76.5,19.8,70,70.7,15.12,655.5,171806,25501,1.94,4.62,59.7,70.04772511136694,90.30827067669172,64.11557677026558,55.638681532101444,18.011257035647276,65.21739130434783,39.49579831932773,68.5428594900196,79.22999999999999,7,19,35.673061571678076,16.265654756027022,45.68329898567409,0.3684210526315789,0
Patna,2013,3.02,211961,52,2927.7,59.1,92.3,6.48,1.77,91.9,25.9,94,89.1,18.86,791.8,45807,20207,2.94,5.99,52.35,71.98388658090995,62.7265037593985,73.05048785128314,71.77108065786177,0.9631019387116968,82.6086956521739,24.529811924769906,66.8099829274311,82.18,8,19,52.429124556705936,0.6041201737928322,59.46494978422996,0.42105263157894735,0
Patna,2014,8.89,172639,118,3267.1,59.4,89.5,7.28,2.62,87.1,32.0,19,69.3,14.84,351.7,37170,15619,1.79,2.05,66.81,68.94267030381901,78.3640350877193,59.915650188582106,34.44935417791817,56.01000625390869,60.535117056856194,40.61624649859944,47.34257455174713,79.50999999999999,9,19,20.640554541467147,43.89170095344678,41.734526170539276,0.47368421052631576,0
